sitegeo,DATE,brand_name,impressions,clicks,leads,current_rate_converted,deposits
ENIS,2021-02-15,Capital.com,1078,5,0,18.0,1
ENIS,2021-02-15,Markets.com,1155,6,1,18.0,0
ENIS,2021-02-14,Capital.com,775,5,0,18.0,1
ENIS,2021-02-14,Markets.com,783,6,0,18.0,0
ENIS,2021-02-13,Capital.com,812,4,2,18.0,0
ENIS,2021-02-13,Markets.com,882,3,0,18.0,0
ENIS,2021-02-12,Capital.com,3494,22,3,18.0,0
ENIS,2021-02-12,Markets.com,665,4,0,18.0,0
ENIT,2021-02-18,Capital.com,29622,36,0,25.0,0
ENIT,2021-02-18,Markets.com,39938,51,4,30.0,0
ENIT,2021-02-17,Capital.com,74650,86,4,25.0,0
ENIT,2021-02-17,Markets.com,197324,229,9,30.0,0
ENIT,2021-02-16,Capital.com,149070,164,5,25.0,0
ENIT,2021-02-16,Markets.com,148124,179,6,30.0,0
ENIT,2021-02-15,Capital.com,98823,151,12,25.0,0
ENIT,2021-02-15,Markets.com,98429,149,13,30.0,0
ENIT,2021-02-14,Capital.com,29009,86,6,25.0,1
ENIT,2021-02-14,Markets.com,28682,74,3,30.0,0
ENIT,2021-02-13,Capital.com,34844,89,8,25.0,0
ENIT,2021-02-13,Markets.com,35078,83,8,30.0,0
ENIT,2021-02-12,Capital.com,241118,275,22,25.0,1
ENIT,2021-02-12,Markets.com,56705,88,4,30.0,0
ENJM,2021-02-18,Capital.com,3260,9,3,3.0,0
ENJM,2021-02-17,Capital.com,7252,29,2,3.0,0
ENJM,2021-02-16,Capital.com,7726,25,3,3.0,0
ENJM,2021-02-15,Capital.com,5410,22,4,3.0,0
ENJM,2021-02-14,Capital.com,1785,12,3,3.0,0
ENJM,2021-02-13,Capital.com,1771,5,1,3.0,0
ENJM,2021-02-12,Capital.com,8362,26,4,3.0,1
ENJO,2021-02-18,Capital.com,16990,23,3,14.0,1
ENJO,2021-02-17,Capital.com,80107,92,4,14.0,0
ENJO,2021-02-16,Capital.com,81268,121,8,14.0,1
ENJO,2021-02-15,Capital.com,32930,61,5,14.0,1
ENJO,2021-02-14,Capital.com,15925,53,6,14.0,0
ENJO,2021-02-13,Capital.com,17964,42,8,14.0,1
ENJO,2021-02-12,Capital.com,80894,79,5,14.0,0
ENJP,2021-02-18,XM,38518,68,3,160.0,0
ENJP,2021-02-17,XM,98735,150,1,160.0,0
ENJP,2021-02-16,XM,101663,154,2,160.0,0
ENJP,2021-02-15,XM,54046,76,1,160.0,0
ENJP,2021-02-14,XM,24268,52,1,160.0,0
ENJP,2021-02-13,XM,31314,97,3,160.0,0
ENJP,2021-02-12,XM,88548,141,3,160.0,0
ENKE,2021-02-18,XM,8457,33,1,20.0,0
ENKE,2021-02-17,XM,21778,84,0,20.0,0
ENKE,2021-02-16,XM,23307,106,7,20.0,0
ENKE,2021-02-15,XM,22059,95,2,20.0,0
ENKE,2021-02-14,XM,6346,112,4,20.0,0
ENKE,2021-02-13,XM,7073,134,7,20.0,0
ENKE,2021-02-12,XM,40991,195,8,20.0,0
ENKG,2021-02-18,Invest Markets,420,0,0,6.0,0
ENKG,2021-02-17,Invest Markets,814,1,0,6.0,0
ENKH,2021-02-18,Capital.com,19816,160,10,10.0,1
ENKH,2021-02-17,Capital.com,37352,265,24,10.0,0
ENKH,2021-02-16,Capital.com,36148,154,18,10.0,0
ENKH,2021-02-15,Capital.com,27684,137,8,10.0,0
ENKH,2021-02-14,Capital.com,8567,92,6,10.0,0
ENKH,2021-02-13,Capital.com,10355,125,17,10.0,1
ENKH,2021-02-12,Capital.com,27591,165,8,10.0,0
ENKR,2021-02-18,Capital.com,42251,28,1,12.75,0
ENKR,2021-02-18,Iforex,99769,86,0,16.0,0
ENKR,2021-02-17,Capital.com,43943,35,2,12.75,0
ENKR,2021-02-17,Iforex,361140,461,8,16.0,0
ENKR,2021-02-16,Capital.com,37801,27,0,12.75,0
ENKR,2021-02-16,Iforex,362331,441,4,16.0,0
ENKR,2021-02-15,Capital.com,31755,35,1,12.75,0
ENKR,2021-02-15,Iforex,198961,231,5,16.0,0
ENKR,2021-02-14,Capital.com,16407,31,1,12.75,0
ENKR,2021-02-14,Iforex,63165,107,4,16.0,0
ENKR,2021-02-13,Capital.com,20036,28,1,12.75,0
ENKR,2021-02-13,Iforex,94563,139,5,16.0,0
ENKR,2021-02-12,Capital.com,28633,25,1,12.75,0
ENKR,2021-02-12,Iforex,359531,407,7,16.0,0
ENKW,2021-02-18,Capital.com,14581,35,1,40.0,0
ENKW,2021-02-17,Capital.com,39056,76,13,40.0,0
ENKW,2021-02-16,Capital.com,28097,50,4,40.0,0
ENKW,2021-02-15,Capital.com,16908,51,3,40.0,0
ENKW,2021-02-14,Capital.com,8624,30,2,40.0,0
ENKW,2021-02-13,Capital.com,10155,36,4,40.0,0
ENKW,2021-02-12,Capital.com,29019,50,7,40.0,0
ENKY,2021-02-18,Capital.com,438,0,0,7.0,0
ENKY,2021-02-17,Capital.com,2114,2,0,7.0,0
ENKY,2021-02-16,Capital.com,2398,4,0,7.0,0
ENKY,2021-02-15,Capital.com,1156,2,0,7.0,0
ENKY,2021-02-14,Capital.com,450,0,0,7.0,0
ENKY,2021-02-13,Capital.com,411,3,0,7.0,0
ENKY,2021-02-12,Capital.com,1672,5,0,7.0,0
ENKZ,2021-02-18,Capital.com,115,2,0,5.0,0
ENKZ,2021-02-18,Markets.com,6960,16,0,8.0,0
ENKZ,2021-02-17,Capital.com,12035,9,1,5.0,0
ENKZ,2021-02-17,Markets.com,11585,16,1,8.0,0
ENKZ,2021-02-16,Capital.com,14798,19,2,5.0,0
ENKZ,2021-02-16,Markets.com,14342,18,0,8.0,0
ENKZ,2021-02-15,Capital.com,6200,20,1,5.0,0
ENKZ,2021-02-15,Markets.com,5697,17,0,8.0,0
ENKZ,2021-02-14,Capital.com,2125,9,1,5.0,0
ENKZ,2021-02-14,Markets.com,2151,10,0,8.0,0
ENKZ,2021-02-13,Capital.com,3033,11,1,5.0,0
ENKZ,2021-02-13,Markets.com,3024,6,0,8.0,0
ENKZ,2021-02-12,Capital.com,19191,37,2,5.0,0
ENKZ,2021-02-12,Markets.com,4307,8,0,8.0,0
ENLB,2021-02-18,Capital.com,17241,32,3,3.0,0
ENLB,2021-02-17,Capital.com,69113,96,8,3.0,0
ENLB,2021-02-16,Capital.com,68126,74,7,3.0,0
ENLB,2021-02-15,Capital.com,47416,83,7,3.0,0
ENLB,2021-02-14,Capital.com,18123,56,7,3.0,0
ENLB,2021-02-13,Capital.com,19178,55,5,3.0,0
ENLB,2021-02-12,Capital.com,66866,94,7,3.0,0
ENLC,2021-02-18,Capital.com,234,2,0,5.0,0
ENLC,2021-02-17,Capital.com,571,0,0,5.0,0
ENLC,2021-02-16,Capital.com,473,1,0,5.0,0
ENLC,2021-02-15,Capital.com,615,5,0,5.0,0
ENLC,2021-02-14,Capital.com,70,0,0,5.0,0
ENLC,2021-02-13,Capital.com,146,0,0,5.0,0
ENLC,2021-02-12,Capital.com,594,1,0,5.0,0
ENLK,2021-02-18,Capital.com,72036,90,9,3.0,0
ENLK,2021-02-17,Capital.com,110190,159,7,3.0,0
ENLK,2021-02-16,Capital.com,113256,187,12,3.0,0
ENLK,2021-02-15,Capital.com,111224,164,8,3.0,0
ENLK,2021-02-14,Capital.com,37180,64,11,3.0,0
ENLK,2021-02-13,Capital.com,39894,69,6,3.0,0
ENLK,2021-02-12,Capital.com,113823,167,9,3.0,0
ENLR,2021-02-18,Capital.com,79,3,0,5.0,0
ENLR,2021-02-17,Capital.com,112,0,0,5.0,0
ENLR,2021-02-16,Capital.com,79,5,0,5.0,0
ENLR,2021-02-15,Capital.com,80,1,0,5.0,0
ENLR,2021-02-14,Capital.com,22,1,0,5.0,0
ENLR,2021-02-13,Capital.com,51,0,0,5.0,0
ENLR,2021-02-12,Capital.com,350,0,0,5.0,0
ENLS,2021-02-18,XM,587,4,1,10.0,0
ENLS,2021-02-17,XM,629,3,0,10.0,0
ENLS,2021-02-16,XM,743,7,0,10.0,0
ENLS,2021-02-15,XM,806,4,0,10.0,0
ENLS,2021-02-14,XM,90,1,0,10.0,0
ENLS,2021-02-13,XM,127,4,0,10.0,0
ENLS,2021-02-12,XM,706,6,0,10.0,0
ENLT,2021-02-18,Capital.com,5938,5,0,10.0,0
ENLT,2021-02-18,Markets.com,6400,14,3,10.0,0
ENLT,2021-02-17,Capital.com,39213,38,4,10.0,1
ENLT,2021-02-17,Markets.com,59721,87,9,10.0,0
ENLT,2021-02-16,Capital.com,45398,56,4,10.0,1
ENLT,2021-02-16,Markets.com,46340,62,1,10.0,0
ENLT,2021-02-15,Capital.com,21703,39,6,10.0,0
ENLT,2021-02-15,Markets.com,22004,41,7,10.0,0
ENLT,2021-02-14,Capital.com,8905,28,2,10.0,0
ENLT,2021-02-14,Markets.com,9155,35,3,10.0,0
ENLT,2021-02-13,Capital.com,9728,21,2,10.0,0
ENLT,2021-02-13,Markets.com,10077,22,2,10.0,0
ENLT,2021-02-12,Capital.com,48545,64,6,10.0,0
ENLT,2021-02-12,Markets.com,14155,16,1,10.0,0
ENLU,2021-02-18,Plus500,2676,4,0,5.0,0
ENLU,2021-02-17,Plus500,12152,5,1,5.0,0
ENLU,2021-02-16,Plus500,6627,3,1,5.0,0
ENLU,2021-02-15,Plus500,4409,6,0,5.0,0
ENLU,2021-02-14,Plus500,1284,0,0,5.0,0
ENLU,2021-02-13,Plus500,1549,0,0,5.0,0
ENLU,2021-02-12,Plus500,7476,8,0,5.0,0
ENLV,2021-02-18,Capital.com,944,0,0,7.0,0
ENLV,2021-02-18,Markets.com,2190,6,2,7.0,0
ENLV,2021-02-18,Plus500,2314,4,1,5.0,0
ENLV,2021-02-17,Capital.com,6920,26,5,7.0,0
ENLV,2021-02-17,Markets.com,11029,27,4,7.0,0
ENLV,2021-02-17,Plus500,3782,7,0,5.0,0
ENMA,2021-02-18,Capital.com,4264,10,0,5.0,0
ENMA,2021-02-17,Capital.com,19106,72,6,5.0,0
ENMA,2021-02-16,Capital.com,17212,71,7,5.0,0
ENMA,2021-02-15,Capital.com,18113,91,8,5.0,1
ENMA,2021-02-14,Capital.com,7958,82,11,5.0,0
ENMA,2021-02-13,Capital.com,7116,82,13,5.0,0
ENMA,2021-02-12,Capital.com,18269,83,12,5.0,0
ENMC,2021-02-18,Plus500,1063,1,0,5.0,0
ENMC,2021-02-17,Plus500,4046,7,0,5.0,0
ENMC,2021-02-16,Plus500,4858,2,0,5.0,0
ENMC,2021-02-15,Plus500,3636,2,0,5.0,0
ENMC,2021-02-14,Plus500,268,0,0,5.0,0
ENMC,2021-02-13,Plus500,221,0,0,5.0,0
ENMC,2021-02-12,Plus500,3312,1,0,5.0,0
ENMD,2021-02-18,Capital.com,3032,18,4,10.0,0
ENMD,2021-02-17,Capital.com,13492,46,6,10.0,0
ENMD,2021-02-16,Capital.com,9633,40,8,10.0,0
ENMD,2021-02-15,Capital.com,5900,34,4,10.0,0
ENMD,2021-02-14,Capital.com,4560,27,5,10.0,0
ENMD,2021-02-13,Capital.com,4193,42,7,10.0,0
ENMD,2021-02-12,Capital.com,8036,54,10,10.0,0
ENME,2021-02-18,Capital.com,480,0,0,5.0,0
ENME,2021-02-18,Markets.com,503,0,0,5.0,0
ENME,2021-02-17,Capital.com,2154,6,2,5.0,0
ENME,2021-02-17,Markets.com,2166,8,0,5.0,0
ENME,2021-02-16,Capital.com,2340,2,1,5.0,0
ENME,2021-02-16,Markets.com,2409,5,0,5.0,0
ENME,2021-02-15,Capital.com,1540,1,0,5.0,0
ENME,2021-02-15,Markets.com,1612,7,0,5.0,0
ENME,2021-02-14,Capital.com,729,1,2,5.0,0
ENME,2021-02-14,Markets.com,785,5,0,5.0,0
ENME,2021-02-13,Capital.com,684,6,1,5.0,0
ENME,2021-02-13,Markets.com,760,0,0,5.0,0
ENME,2021-02-12,Capital.com,2553,5,2,5.0,0
ENME,2021-02-12,Markets.com,605,3,0,5.0,0
ENMG,2021-02-18,Capital.com,801,0,0,5.0,0
ENMG,2021-02-17,Capital.com,2580,4,0,5.0,0
ENMG,2021-02-16,Capital.com,2786,10,0,5.0,0
ENMG,2021-02-15,Capital.com,1993,3,0,5.0,0
ENMG,2021-02-14,Capital.com,283,1,0,5.0,0
ENMG,2021-02-13,Capital.com,478,3,0,5.0,0
ENMG,2021-02-12,Capital.com,2035,0,0,5.0,0
ENML,2021-02-18,Capital.com,170,0,0,3.0,0
ENML,2021-02-17,Capital.com,413,0,0,3.0,0
ENML,2021-02-16,Capital.com,419,5,0,3.0,0
ENML,2021-02-15,Capital.com,383,2,0,3.0,0
ENML,2021-02-14,Capital.com,258,2,1,3.0,0
ENML,2021-02-13,Capital.com,286,2,0,3.0,0
ENML,2021-02-12,Capital.com,479,7,0,3.0,0
ENMN,2021-02-18,Capital.com,17884,102,0,5.0,0
ENMN,2021-02-17,Capital.com,45470,167,0,5.0,1
ENMN,2021-02-16,Capital.com,39059,77,0,5.0,0
ENMN,2021-02-15,Capital.com,21617,61,0,5.0,0
ENMN,2021-02-14,Capital.com,9141,31,0,5.0,0
ENMN,2021-02-13,Capital.com,12509,31,0,5.0,0
ENMN,2021-02-12,Capital.com,30060,36,0,5.0,0
ENMR,2021-02-18,XM,30,0,0,10.0,0
ENMR,2021-02-17,XM,196,0,0,10.0,0
ENMR,2021-02-16,XM,137,0,0,10.0,0
ENMR,2021-02-15,XM,65,0,0,10.0,0
ENMR,2021-02-14,XM,14,0,0,10.0,0
ENMR,2021-02-13,XM,12,0,0,10.0,0
ENMR,2021-02-12,XM,103,0,0,10.0,0
ENMT,2021-02-18,Plus500,4669,4,0,5.0,0
ENMT,2021-02-17,Plus500,14928,8,0,5.0,0
ENMT,2021-02-16,Plus500,8180,9,0,5.0,0
ENMT,2021-02-15,Plus500,7623,2,0,5.0,0
ENMT,2021-02-14,Plus500,2589,3,0,5.0,0
ENMT,2021-02-13,Plus500,2383,4,0,5.0,0
ENMT,2021-02-12,Plus500,9833,9,1,5.0,0
ENMU,2021-02-18,Capital.com,2189,1,0,5.0,0
ENMU,2021-02-17,Capital.com,5220,9,0,5.0,0
ENMU,2021-02-16,Capital.com,5345,12,1,5.0,0
ENMU,2021-02-15,Capital.com,4059,8,0,5.0,0
ENMU,2021-02-14,Capital.com,1176,3,1,5.0,1
ENMU,2021-02-13,Capital.com,1245,9,1,5.0,0
ENMU,2021-02-12,Capital.com,3236,9,2,5.0,0
ENMV,2021-02-18,Capital.com,448,1,0,6.0,0
ENMV,2021-02-18,Iforex,489,0,0,10.0,0
ENMV,2021-02-17,Capital.com,1110,0,0,6.0,0
ENMV,2021-02-17,Iforex,1231,1,0,10.0,0
ENMV,2021-02-16,Capital.com,1157,1,0,6.0,0
ENMV,2021-02-16,Iforex,1108,2,0,10.0,0
ENMV,2021-02-15,Capital.com,960,0,0,6.0,0
ENMV,2021-02-15,Iforex,962,3,0,10.0,0
ENMV,2021-02-14,Capital.com,292,2,0,6.0,0
ENMV,2021-02-14,Iforex,245,3,0,10.0,0
ENMV,2021-02-13,Capital.com,414,1,0,6.0,0
ENMV,2021-02-13,Iforex,478,2,0,10.0,0
ENMV,2021-02-12,Capital.com,1321,2,0,6.0,0
ENMV,2021-02-12,Iforex,1415,4,0,10.0,0
ENMW,2021-02-18,Capital.com,403,0,0,5.0,0
ENMW,2021-02-17,Capital.com,902,2,1,5.0,0
ENMW,2021-02-16,Capital.com,607,3,0,5.0,0
ENMW,2021-02-15,Capital.com,617,9,1,5.0,0
ENMW,2021-02-14,Capital.com,91,2,0,5.0,0
ENMW,2021-02-13,Capital.com,42,1,0,5.0,0
ENMW,2021-02-12,Capital.com,362,2,0,5.0,0
ENMX,2021-02-18,Capital.com,31146,63,6,10.0,0
ENMX,2021-02-17,Capital.com,80053,175,14,10.0,0
ENMX,2021-02-16,Capital.com,64729,95,7,10.0,0
ENMX,2021-02-15,Capital.com,41503,73,5,10.0,0
ENMX,2021-02-14,Capital.com,18926,58,3,10.0,0
ENMX,2021-02-13,Capital.com,21995,59,10,10.0,1
ENMX,2021-02-12,Capital.com,69965,129,13,10.0,0
ENMY,2021-02-18,Capital.com,456151,472,19,20.0,0
ENMY,2021-02-17,Capital.com,907777,989,60,20.0,1
ENMY,2021-02-16,Capital.com,798747,928,47,20.0,0
ENMY,2021-02-15,Capital.com,388574,499,30,20.0,2
ENMY,2021-02-14,Capital.com,216370,418,40,20.0,1
ENMY,2021-02-13,Capital.com,280297,476,34,20.0,0
ENMY,2021-02-12,Capital.com,561764,741,36,20.0,1
ENMZ,2021-02-18,XM,957,3,0,10.0,0
ENMZ,2021-02-17,XM,2657,7,2,10.0,0
ENMZ,2021-02-16,XM,2066,3,0,10.0,0
ENMZ,2021-02-15,XM,1651,10,1,10.0,0
ENMZ,2021-02-14,XM,201,3,0,10.0,0
ENMZ,2021-02-13,XM,266,0,0,10.0,0
ENMZ,2021-02-12,XM,2097,6,0,10.0,0
ENNA,2021-02-18,Capital.com,2962,7,0,3.0,0
ENNA,2021-02-17,Capital.com,11523,9,0,3.0,0
ENNA,2021-02-16,Capital.com,10098,18,0,3.0,0
ENNA,2021-02-15,Capital.com,9139,4,0,3.0,0
ENNA,2021-02-14,Capital.com,2937,19,0,3.0,0
ENNA,2021-02-13,Capital.com,1230,25,0,3.0,0
ENNA,2021-02-12,Capital.com,6722,33,0,3.0,0
ENNC,2021-02-18,Capital.com,98,0,0,5.0,0
ENNC,2021-02-17,Capital.com,146,2,0,5.0,0
ENNC,2021-02-16,Capital.com,352,0,0,5.0,0
ENNC,2021-02-15,Capital.com,191,0,0,5.0,0
ENNC,2021-02-14,Capital.com,129,0,0,5.0,0
ENNC,2021-02-13,Capital.com,38,0,0,5.0,0
ENNC,2021-02-12,Capital.com,145,1,0,5.0,0
ENNE,2021-02-18,Capital.com,3,0,0,5.0,0
ENNE,2021-02-17,Capital.com,110,0,0,5.0,0
ENNE,2021-02-16,Capital.com,50,2,0,5.0,0
ENNE,2021-02-15,Capital.com,65,3,0,5.0,0
ENNE,2021-02-13,Capital.com,9,0,0,5.0,0
ENNE,2021-02-12,Capital.com,65,0,0,5.0,0
ENNG,2021-02-18,XM,27332,219,16,10.0,0
ENNG,2021-02-17,XM,73413,441,27,10.0,0
ENNG,2021-02-16,XM,74433,357,13,10.0,0
ENNG,2021-02-15,XM,48526,259,12,10.0,0
ENNG,2021-02-14,XM,22804,230,9,10.0,0
ENNG,2021-02-13,XM,23946,224,6,10.0,0
ENNG,2021-02-12,XM,70901,330,13,10.0,0
ENNI,2021-02-18,XM,428,0,0,10.0,0
ENNI,2021-02-17,XM,1347,0,0,10.0,0
ENNI,2021-02-16,XM,995,5,0,10.0,0
ENNI,2021-02-15,XM,684,2,0,10.0,0
ENNI,2021-02-14,XM,245,0,0,10.0,0
ENNI,2021-02-13,XM,199,0,0,10.0,0
ENNI,2021-02-12,XM,1347,5,0,10.0,0
ENNL,2021-02-18,Markets.com,34782,31,4,50.0,0
ENNL,2021-02-18,OBRInvest,10146,32,2,80.0,0
ENNL,2021-02-17,Markets.com,169334,160,7,50.0,0
ENNL,2021-02-17,OBRInvest,70984,121,4,80.0,0
ENNL,2021-02-16,Markets.com,105620,105,8,50.0,0
ENNL,2021-02-16,OBRInvest,48723,82,4,80.0,0
ENNL,2021-02-15,Markets.com,62686,86,11,50.0,0
ENNL,2021-02-15,OBRInvest,23490,62,4,80.0,0
ENNL,2021-02-14,Markets.com,26892,65,7,50.0,0
ENNL,2021-02-14,OBRInvest,16442,70,3,80.0,0
ENNL,2021-02-13,Markets.com,27389,60,4,50.0,0
ENNL,2021-02-13,OBRInvest,16273,64,3,80.0,0
ENNL,2021-02-12,Markets.com,40637,66,6,50.0,0
ENNL,2021-02-12,OBRInvest,43450,71,2,80.0,0
ENNO,2021-02-18,Ava Trade,20784,18,3,45.0,0
ENNO,2021-02-18,Capital.com,20712,24,3,45.0,0
ENNO,2021-02-17,Ava Trade,75930,115,19,45.0,1
ENNO,2021-02-17,Capital.com,76115,86,9,45.0,0
ENNO,2021-02-16,Ava Trade,88724,114,6,45.0,0
ENNO,2021-02-16,Capital.com,87743,84,5,45.0,0
ENNO,2021-02-15,Ava Trade,63267,78,11,45.0,0
ENNO,2021-02-15,Capital.com,62634,72,6,45.0,0
ENNO,2021-02-14,Ava Trade,20974,80,7,45.0,0
ENNO,2021-02-14,Capital.com,20619,88,13,45.0,2
ENNO,2021-02-13,Ava Trade,21557,69,7,45.0,0
ENNO,2021-02-13,Capital.com,21497,64,7,45.0,0
ENNO,2021-02-12,Ava Trade,82384,102,4,45.0,0
ENNO,2021-02-12,Capital.com,94286,117,17,45.0,0
ENNP,2021-02-18,XM,10355,26,0,10.0,0
ENNP,2021-02-17,XM,16392,51,0,10.0,0
ENNP,2021-02-16,XM,18914,52,1,10.0,0
ENNP,2021-02-15,XM,15159,66,0,10.0,0
ENNP,2021-02-14,XM,3055,42,1,10.0,0
ENNP,2021-02-13,XM,2869,50,2,10.0,0
ENNP,2021-02-12,XM,24274,132,3,10.0,0
ENNZ,2021-02-18,Plus500,26650,41,4,35.0,0
ENNZ,2021-02-17,Plus500,57457,133,7,35.0,0
ENNZ,2021-02-16,Plus500,69219,139,7,35.0,0
ENNZ,2021-02-15,Plus500,49969,124,2,35.0,0
ENNZ,2021-02-14,Plus500,21149,69,2,35.0,0
ENNZ,2021-02-13,Plus500,24533,67,2,35.0,0
ENNZ,2021-02-12,Plus500,64401,109,6,35.0,0
ENOM,2021-02-18,Capital.com,7987,19,4,30.0,0
ENOM,2021-02-17,Capital.com,14591,40,7,30.0,0
ENOM,2021-02-16,Capital.com,10860,28,2,30.0,0
ENOM,2021-02-15,Capital.com,6418,31,6,30.0,0
ENOM,2021-02-14,Capital.com,3543,16,3,30.0,0
ENOM,2021-02-13,Capital.com,3295,28,5,30.0,0
ENOM,2021-02-12,Capital.com,12252,31,2,30.0,0
ENPA,2021-02-18,Capital.com,575,0,0,15.0,0
ENPA,2021-02-18,Plus500,587,0,0,5.0,0
ENPA,2021-02-17,Capital.com,2052,1,0,15.0,0
ENPA,2021-02-17,Plus500,2030,0,0,5.0,0
ENPA,2021-02-16,Capital.com,1921,1,0,15.0,0
ENPA,2021-02-16,Plus500,1812,6,0,5.0,0
ENPA,2021-02-15,Capital.com,1139,0,0,15.0,0
ENPA,2021-02-15,Plus500,1108,0,0,5.0,0
ENPA,2021-02-14,Capital.com,450,2,0,15.0,0
ENPA,2021-02-14,Plus500,467,0,0,5.0,0
ENPA,2021-02-13,Capital.com,467,0,0,15.0,0
ENPA,2021-02-13,Plus500,408,1,0,5.0,0
ENPA,2021-02-12,Capital.com,1960,1,0,15.0,0
ENPA,2021-02-12,Plus500,1892,3,0,5.0,0
ENPE,2021-02-18,Capital.com,6411,12,0,10.0,0
ENPE,2021-02-17,Capital.com,20236,19,0,10.0,0
ENPE,2021-02-16,Capital.com,13943,12,0,10.0,0
ENPE,2021-02-15,Capital.com,8993,5,0,10.0,0
ENPE,2021-02-14,Capital.com,4274,3,0,10.0,0
ENPE,2021-02-13,Capital.com,5961,18,1,10.0,0
ENPE,2021-02-12,Capital.com,14935,17,0,10.0,1
ENPF,2021-02-18,Capital.com,52,0,0,5.0,0
ENPF,2021-02-17,Capital.com,88,0,0,5.0,0
ENPF,2021-02-16,Capital.com,219,0,0,5.0,0
ENPF,2021-02-15,Capital.com,70,0,0,5.0,0
ENPF,2021-02-14,Capital.com,5,0,0,5.0,0
ENPF,2021-02-13,Capital.com,11,0,0,5.0,0
ENPF,2021-02-12,Capital.com,177,0,0,5.0,0
ENPG,2021-02-18,Capital.com,285,0,0,7.0,0
ENPG,2021-02-17,Capital.com,628,3,0,7.0,0
ENPG,2021-02-16,Capital.com,473,0,0,7.0,0
ENPG,2021-02-15,Capital.com,311,2,0,7.0,0
ENPG,2021-02-14,Capital.com,24,0,0,7.0,0
ENPG,2021-02-13,Capital.com,26,0,0,7.0,0
ENPG,2021-02-12,Capital.com,162,0,0,7.0,0
ENPH,2021-02-18,Capital.com,52728,358,78,7.0,1
ENPH,2021-02-17,Capital.com,111897,608,120,7.0,1
ENPH,2021-02-16,Capital.com,113448,528,97,7.0,0
ENPH,2021-02-15,Capital.com,86576,422,81,7.0,1
ENPH,2021-02-14,Capital.com,43938,399,71,7.0,2
ENPH,2021-02-13,Capital.com,50526,488,99,7.0,2
ENPH,2021-02-12,Capital.com,90471,479,101,7.0,0
ENPK,2021-02-18,Capital.com,85216,187,12,3.0,0
ENPK,2021-02-17,Capital.com,79071,242,16,3.0,0
ENPL,2021-02-18,Capital.com,11354,9,0,15.0,0
ENPL,2021-02-18,Plus500,14795,12,0,30.0,0
ENPL,2021-02-17,Capital.com,74814,74,4,15.0,0
ENPL,2021-02-17,Plus500,58562,50,1,30.0,0
ENPR,2021-02-18,Capital.com,1205,5,1,3.0,0
ENPR,2021-02-17,Capital.com,4219,10,3,3.0,0
ENPR,2021-02-16,Capital.com,5720,33,1,3.0,0
ENPR,2021-02-15,Capital.com,3161,25,3,3.0,0
ENPR,2021-02-14,Capital.com,1307,19,4,3.0,0
ENPR,2021-02-13,Capital.com,2846,29,3,3.0,0
ENPR,2021-02-12,Capital.com,8878,22,1,3.0,0
ENPS,2021-02-18,XM,4631,1,0,10.0,0
ENPS,2021-02-17,XM,19965,29,1,10.0,0
ENPS,2021-02-16,XM,20558,28,0,10.0,0
ENPS,2021-02-15,XM,10571,19,0,10.0,0
ENPS,2021-02-14,XM,4898,13,0,10.0,0
ENPS,2021-02-13,XM,5186,21,0,10.0,0
ENPS,2021-02-12,XM,19163,25,0,10.0,0
ENPT,2021-02-18,Capital.com,8589,10,1,15.0,0
ENPT,2021-02-18,Markets.com,16257,10,1,20.0,0
ENPT,2021-02-17,Capital.com,47100,44,1,15.0,0
ENPT,2021-02-17,Markets.com,100999,124,8,20.0,0
ENPT,2021-02-16,Capital.com,75668,79,1,15.0,0
ENPT,2021-02-16,Markets.com,75242,88,2,20.0,1
ENPT,2021-02-15,Capital.com,47930,57,4,15.0,0
ENPT,2021-02-15,Markets.com,47477,50,3,20.0,0
ENPT,2021-02-14,Capital.com,17808,31,4,15.0,1
ENPT,2021-02-14,Markets.com,17124,25,3,20.0,0
ENPT,2021-02-13,Capital.com,14458,26,6,15.0,0
ENPT,2021-02-13,Markets.com,14740,31,2,20.0,0
ENPT,2021-02-12,Capital.com,94224,138,11,15.0,1
ENPT,2021-02-12,Markets.com,23510,33,4,20.0,0
ENPY,2021-02-18,Capital.com,243,0,0,5.0,0
ENPY,2021-02-17,Capital.com,2248,3,0,5.0,0
ENPY,2021-02-16,Capital.com,1714,0,0,5.0,0
ENPY,2021-02-15,Capital.com,1232,0,0,5.0,0
ENPY,2021-02-14,Capital.com,177,1,0,5.0,0
ENPY,2021-02-13,Capital.com,366,3,0,5.0,0
ENPY,2021-02-12,Capital.com,1853,4,0,5.0,0
ENRE,2021-02-18,Capital.com,120,0,0,5.0,0
ENRE,2021-02-17,Capital.com,396,0,0,5.0,0
ENRE,2021-02-16,Capital.com,425,0,0,5.0,0
ENRE,2021-02-15,Capital.com,295,1,0,5.0,0
ENRE,2021-02-14,Capital.com,71,0,0,5.0,0
ENRE,2021-02-13,Capital.com,115,0,0,5.0,0
ENRE,2021-02-12,Capital.com,461,0,0,5.0,0
ENRO,2021-02-18,Capital.com,12874,56,9,10.0,0
ENRO,2021-02-18,Markets.com,14224,68,16,10.0,0
ENRO,2021-02-17,Capital.com,80469,344,75,10.0,2
ENRO,2021-02-17,Markets.com,210119,955,107,10.0,1
ENRO,2021-02-16,Capital.com,149891,660,110,10.0,2
ENRO,2021-02-16,Markets.com,151142,672,65,10.0,0
